10.349	1.2596e-08
10.698	1.21558e-08
11.047	1.17435e-08
11.396	1.13565e-08
11.745	1.09926e-08
12.094	1.06497e-08
12.443	1.03261e-08
12.792	1.00203e-08
13.141	9.73075e-09
13.49	9.45625e-09
13.839	9.19564e-09
14.188	8.94791e-09
14.537	8.71212e-09
14.886	8.48744e-09
15.235	8.27311e-09
15.584	8.06842e-09
15.933	7.87274e-09
16.282	7.6855e-09
16.631	7.50617e-09
16.98	7.33424e-09
17.329	7.16929e-09
17.678	7.01089e-09
18.027	6.85866e-09
18.376	6.71226e-09
18.725	6.57135e-09
19.074	6.43563e-09
19.423	6.30483e-09
19.772	6.17869e-09
20.121	6.05696e-09
20.47	5.93941e-09
20.819	5.82584e-09
21.168	5.71604e-09
21.517	5.60985e-09
21.866	5.50707e-09
22.215	5.40756e-09
22.564	5.31115e-09
22.913	5.21771e-09
23.262	5.12711e-09
23.611	5.03922e-09
23.96	4.95391e-09
24.309	4.87108e-09
24.658	4.79063e-09
25.007	4.71245e-09
25.356	4.63645e-09
25.705	4.56254e-09
26.054	4.49064e-09
26.403	4.42066e-09
26.752	4.35254e-09
27.101	4.28619e-09
27.45	4.22156e-09
27.799	4.15857e-09
28.148	4.09717e-09
28.497	4.0373e-09
28.846	3.9789e-09
29.195	3.92192e-09
29.544	3.86631e-09
29.893	3.81202e-09
30.242	3.75901e-09
30.591	3.70722e-09
30.94	3.65663e-09
31.289	3.60719e-09
31.638	3.55886e-09
31.987	3.5116e-09
32.336	3.46538e-09
32.685	3.42018e-09
33.034	3.37594e-09
33.383	3.33265e-09
33.732	3.29028e-09
34.081	3.24879e-09
34.43	3.20817e-09
34.779	3.16838e-09
35.128	3.12939e-09
35.477	3.09119e-09
35.826	3.05376e-09
36.175	3.01706e-09
36.524	2.98109e-09
36.873	2.94581e-09
37.222	2.91121e-09
37.571	2.87727e-09
37.92	2.84397e-09
38.269	2.8113e-09
38.618	2.77923e-09
38.967	2.74775e-09
39.316	2.71685e-09
39.665	2.68651e-09
40.014	2.65671e-09
40.363	2.62744e-09
40.712	2.59869e-09
41.061	2.57045e-09
41.41	2.54269e-09
41.759	2.51542e-09
